group,n_ref,ref_mean,ref_std
"(30.0, -7.799988, 6)",5,0.20501272,0.003056848
"(30.0, -7.799988, 7)",5,0.20491259,0.002913379
"(30.0, -7.799988, 8)",5,0.2067794,0.0022452425
"(30.0, -7.799988, 9)",5,0.21030429,0.0020020073
"(30.0, -7.799988, 10)",5,0.21354374,0.009339848
"(30.0, -7.799988, 11)",5,0.22006825,0.012519779
"(30.0, -7.799988, 12)",5,0.22046101,0.010407556
"(30.0, -7.75, 1)",5,0.21511534,0.0056225117
"(30.0, -7.75, 2)",5,0.21298942,0.005666681
"(30.0, -7.75, 3)",5,0.21188882,0.005737172
"(30.0, -7.75, 4)",5,0.20774564,0.003527283
"(30.0, -7.75, 5)",5,0.20570636,0.0033100888
"(30.0, -7.75, 6)",5,0.20461853,0.0029106643
"(30.0, -7.75, 7)",5,0.20445116,0.0027500074
"(30.0, -7.75, 8)",5,0.20622203,0.0019862107
"(30.0, -7.75, 9)",5,0.20976567,0.0016909634
"(30.0, -7.75, 10)",5,0.21321702,0.009058935
"(30.0, -7.75, 11)",5,0.21949105,0.012295939
"(30.0, -7.75, 12)",5,0.21978958,0.010021798
"(30.0, -7.700012, 1)",5,0.21400087,0.004936386
"(30.0, -7.700012, 2)",5,0.21170518,0.0045721843
"(30.0, -7.700012, 3)",5,0.2106789,0.005071655
"(30.0, -7.700012, 4)",5,0.20710726,0.003657415
"(30.0, -7.700012, 5)",5,0.20530672,0.0034617765
"(30.0, -7.700012, 6)",5,0.20431316,0.002715618
"(30.0, -7.700012, 7)",5,0.20413215,0.0025479137
"(30.0, -7.700012, 8)",5,0.20571694,0.0016798535
"(30.0, -7.700012, 9)",5,0.2091978,0.00130453
"(30.0, -7.700012, 10)",5,0.2126257,0.008182341
"(30.0, -7.700012, 11)",5,0.21876542,0.011781955
"(30.0, -7.700012, 12)",5,0.21863218,0.009372691
"(30.0, -7.6500244, 1)",5,0.21291399,0.0046011354
"(30.0, -7.6500244, 2)",5,0.21035127,0.0039794985
"(30.0, -7.6500244, 3)",5,0.20909381,0.0046768226
"(30.0, -7.6500244, 4)",5,0.20613973,0.0036972056
"(30.0, -7.6500244, 5)",5,0.20464838,0.0034423443
"(30.0, -7.6500244, 6)",5,0.20356977,0.0024600464
"(30.0, -7.6500244, 7)",5,0.20338365,0.0023633733
"(30.0, -7.6500244, 8)",5,0.20484321,0.0015087717
"(30.0, -7.6500244, 9)",5,0.20834506,0.0011278215
"(30.0, -7.6500244, 10)",5,0.21151146,0.0073083844
"(30.0, -7.6500244, 11)",5,0.21802187,0.011659167
"(30.0, -7.6500244, 12)",5,0.21749306,0.009171151
"(30.0, -7.5999756, 1)",5,0.21180026,0.0045693517
"(30.0, -7.5999756, 2)",5,0.20897026,0.0036969408
"(30.0, -7.5999756, 3)",5,0.20753388,0.004366909
"(30.0, -7.5999756, 4)",5,0.20518994,0.0036264728
"(30.0, -7.5999756, 5)",5,0.20405832,0.0034335693
"(30.0, -7.5999756, 6)",5,0.20281057,0.0021354256
"(30.0, -7.5999756, 7)",5,0.20262006,0.002131815
"(30.0, -7.5999756, 8)",5,0.20398387,0.0012916288
"(30.0, -7.5999756, 9)",5,0.20749918,0.0010760376
"(30.0, -7.5999756, 10)",5,0.21021764,0.00645789
"(30.0, -7.5999756, 11)",5,0.21714997,0.011559337
"(30.0, -7.5999756, 12)",5,0.21626326,0.009224544
"(30.0, -7.549988, 1)",5,0.21146111,0.004587696
"(30.0, -7.549988, 2)",5,0.20866394,0.003519864
"(30.0, -7.549988, 3)",5,0.20766065,0.003942189
"(30.0, -7.549988, 4)",5,0.20603004,0.0035348148
"(30.0, -7.549988, 5)",5,0.20526281,0.0042340183
"(30.0, -7.549988, 6)",5,0.20385532,0.0019462039
"(30.0, -7.549988, 7)",5,0.20367388,0.002049517
"(30.0, -7.549988, 8)",5,0.20491517,0.0010190542
"(30.0, -7.549988, 9)",5,0.2081993,0.0014681485
"(30.0, -7.549988, 10)",5,0.21023917,0.0054190117
"(30.0, -7.549988, 11)",5,0.21698041,0.01089741
"(30.0, -7.549988, 12)",5,0.21543641,0.009140304
"(30.0, -7.5, 1)",5,0.21109536,0.004795258
"(30.0, -7.5, 2)",5,0.20832527,0.0036568702
"(30.0, -7.5, 3)",5,0.20744574,0.0038279048
"(30.0, -7.5, 4)",5,0.20623632,0.0036082382
"(30.0, -7.5, 5)",5,0.20570703,0.004728636
"(30.0, -7.5, 6)",5,0.20419197,0.0021646589
"(30.0, -7.5, 7)",5,0.20399252,0.0023230403
"(30.0, -7.5, 8)",5,0.20517877,0.0014013969
"(30.0, -7.5, 9)",5,0.20836441,0.0020245137
"(30.0, -7.5, 10)",5,0.20993626,0.0049456726
"(30.0, -7.5, 11)",5,0.2164731,0.010482773
"(30.0, -7.5, 12)",5,0.2145797,0.009223766
"(30.0, -7.450012, 1)",5,0.21060613,0.0049343193
"(30.0, -7.450012, 2)",5,0.2079554,0.0038568988
"(30.0, -7.450012, 3)",5,0.20722988,0.0038392385
"(30.0, -7.450012, 4)",5,0.20620127,0.003631799
"(30.0, -7.450012, 5)",5,0.20571978,0.004973198
"(30.0, -7.450012, 6)",5,0.2041918,0.0023807322
"(30.0, -7.450012, 7)",5,0.20396593,0.00254775
"(30.0, -7.450012, 8)",5,0.20509756,0.0017527487
"(30.0, -7.450012, 9)",5,0.20826188,0.002426732
"(30.0, -7.450012, 10)",5,0.20955725,0.00479031
"(30.0, -7.450012, 11)",5,0.21572845,0.010105767
"(30.0, -7.450012, 12)",5,0.21366517,0.009088419
"(30.0, -7.4000244, 1)",5,0.21007283,0.005018426
"(30.0, -7.4000244, 2)",5,0.20752916,0.0040331213
"(30.0, -7.4000244, 3)",5,0.20700315,0.0039810827
"(30.0, -7.4000244, 4)",5,0.20607564,0.0036756129
"(30.0, -7.4000244, 5)",5,0.20552206,0.005151824
"(30.0, -7.4000244, 6)",5,0.20396605,0.0026207673
"(30.0, -7.4000244, 7)",5,0.20372248,0.0027695757
"(30.0, -7.4000244, 8)",5,0.20481762,0.0020527986
"(30.0, -7.4000244, 9)",5,0.20805264,0.0027013426
"(30.0, -7.4000244, 10)",5,0.20923288,0.004821042
"(30.0, -7.4000244, 11)",5,0.2149314,0.009768339
"(30.0, -7.4000244, 12)",5,0.21278279,0.008803577
"(30.0, -7.3499756, 1)",5,0.20959492,0.005004435
"(30.0, -7.3499756, 2)",5,0.20717707,0.0041080406
"(30.0, -7.3499756, 3)",5,0.20686369,0.0042071384
"(30.0, -7.3499756, 4)",5,0.20604317,0.0037630503
"(30.0, -7.3499756, 5)",5,0.20535338,0.0053354474
"(30.0, -7.3499756, 6)",5,0.20370424,0.0028897966
"(30.0, -7.3499756, 7)",5,0.20347175,0.002995609
"(30.0, -7.3499756, 8)",5,0.20456609,0.0023108998
"(30.0, -7.3499756, 9)",5,0.20791297,0.0029639723
"(30.0, -7.3499756, 10)",5,0.20913658,0.0049708895
"(30.0, -7.3499756, 11)",5,0.21424799,0.0094357105
"(30.0, -7.3499756, 12)",5,0.21201077,0.008378733
"(30.0, -7.299988, 1)",5,0.20916696,0.004893995
"(30.0, -7.299988, 2)",5,0.2068572,0.0041274107
"(30.0, -7.299988, 3)",5,0.20669794,0.004418857
"(30.0, -7.299988, 4)",5,0.20596676,0.0038321812
"(30.0, -7.299988, 5)",5,0.2051475,0.0054936614
"(30.0, -7.299988, 6)",5,0.20337267,0.0031156212
"(30.0, -7.299988, 7)",5,0.20315854,0.0031633466
"(30.0, -7.299988, 8)",5,0.2042809,0.0024890262
"(30.0, -7.299988, 9)",5,0.2077208,0.0032333543
"(30.0, -7.299988, 10)",5,0.20910826,0.0051916493
"(30.0, -7.299988, 11)",5,0.21365032,0.009162069
"(30.0, -7.299988, 12)",5,0.21137989,0.0078889495
"(30.0, -7.25, 1)",5,0.20882252,0.0046044514
"(30.0, -7.25, 2)",5,0.2064765,0.004097098
"(30.0, -7.25, 3)",5,0.20633057,0.0045687715
"(30.0, -7.25, 4)",5,0.20564501,0.0039527807
"(30.0, -7.25, 5)",5,0.20472994,0.00554021
"(30.0, -7.25, 6)",5,0.20285694,0.0032128086
"(30.0, -7.25, 7)",5,0.20266816,0.0032089748
"(30.0, -7.25, 8)",5,0.203836,0.0025374682
"(30.0, -7.25, 9)",5,0.20735168,0.003393268
"(30.0, -7.25, 10)",5,0.20898768,0.005404002
"(30.0, -7.25, 11)",5,0.21310198,0.008969276
"(30.0, -7.25, 12)",5,0.21097772,0.0072969045
"(30.0, -7.200012, 1)",5,0.20851395,0.004220902
"(30.0, -7.200012, 2)",5,0.2060519,0.004033946
"(30.0, -7.200012, 3)",5,0.20583124,0.0046308786
"(30.0, -7.200012, 4)",5,0.20515823,0.0040719267
"(30.0, -7.200012, 5)",5,0.20414893,0.005458715
"(30.0, -7.200012, 6)",5,0.20226875,0.0031927188
"(30.0, -7.200012, 7)",5,0.20211366,0.0031377082
"(30.0, -7.200012, 8)",5,0.20331998,0.0025095663
"(30.0, -7.200012, 9)",5,0.20690401,0.0034435878
"(30.0, -7.200012, 10)",5,0.2087405,0.005586073
"(30.0, -7.200012, 11)",5,0.21254285,0.008800012
"(30.0, -7.200012, 12)",5,0.21063761,0.006725378
"(30.0, -7.1500244, 1)",5,0.2085804,0.0036957825
"(30.0, -7.1500244, 2)",5,0.20648265,0.003744708
"(30.0, -7.1500244, 3)",5,0.20653251,0.004157398
"(30.0, -7.1500244, 4)",5,0.20595758,0.0038659875
"(30.0, -7.1500244, 5)",5,0.20498607,0.005198476
"(30.0, -7.1500244, 6)",5,0.20338495,0.0029095286
"(30.0, -7.1500244, 7)",5,0.20328052,0.0028483602
"(30.0, -7.1500244, 8)",5,0.20442367,0.002395399
"(30.0, -7.1500244, 9)",5,0.20774794,0.0033814479
"(30.0, -7.1500244, 10)",5,0.20931399,0.005325151
"(30.0, -7.1500244, 11)",5,0.21258779,0.008229994
"(30.0, -7.1500244, 12)",5,0.2105161,0.0060118656
"(30.0, -7.0999756, 1)",5,0.20825383,0.003411967
"(30.0, -7.0999756, 2)",5,0.20635124,0.0035248233
"(30.0, -7.0999756, 3)",5,0.20649497,0.0037493808
"(30.0, -7.0999756, 4)",5,0.20600343,0.0035923754
"(30.0, -7.0999756, 5)",5,0.20498362,0.0049678492
"(30.0, -7.0999756, 6)",5,0.20349815,0.002577076
"(30.0, -7.0999756, 7)",5,0.20336258,0.0024896553
"(30.0, -7.0999756, 8)",5,0.20449372,0.0021818788
"(30.0, -7.0999756, 9)",5,0.20778933,0.0032501675
"(30.0, -7.0999756, 10)",5,0.20924768,0.0052298335
"(30.0, -7.0999756, 11)",5,0.21226773,0.008042119
"(30.0, -7.0999756, 12)",5,0.2101068,0.0058113807
"(30.0, -7.049988, 1)",5,0.20790187,0.0033530632
"(30.0, -7.049988, 2)",5,0.20630996,0.0033435903
"(30.0, -7.049988, 3)",5,0.20661035,0.0033615117
"(30.0, -7.049988, 4)",5,0.20626041,0.0034112085
"(30.0, -7.049988, 5)",5,0.20523861,0.005020298
"(30.0, -7.049988, 6)",5,0.20382205,0.0024344837
"(30.0, -7.049988, 7)",5,0.20363629,0.0023331332
"(30.0, -7.049988, 8)",5,0.20477311,0.0021540641
"(30.0, -7.049988, 9)",5,0.20796967,0.003251821
"(30.0, -7.049988, 10)",5,0.20933452,0.0051181987
"(30.0, -7.049988, 11)",5,0.21199808,0.007865782
"(30.0, -7.049988, 12)",5,0.20954418,0.0058028917
"(30.0, -7.0, 1)",5,0.20759916,0.0035531349
"(30.0, -7.0, 2)",5,0.20619912,0.00341398
"(30.0, -7.0, 3)",5,0.20650215,0.003288225
"(30.0, -7.0, 4)",5,0.206253,0.0035108796
"(30.0, -7.0, 5)",5,0.20523413,0.005319475
"(30.0, -7.0, 6)",5,0.20381793,0.002599308
"(30.0, -7.0, 7)",5,0.2035764,0.002449946
"(30.0, -7.0, 8)",5,0.2047505,0.002328392
"(30.0, -7.0, 9)",5,0.20789519,0.0032565193
"(30.0, -7.0, 10)",5,0.20930281,0.005147696
"(30.0, -7.0, 11)",5,0.21170056,0.007860534
"(30.0, -7.0, 12)",5,0.20896761,0.0060234666
"(30.0, -6.950012, 1)",5,0.20737013,0.003913
"(30.0, -6.950012, 2)",5,0.20609708,0.0037370485
"(30.0, -6.950012, 3)",5,0.20612364,0.0034686648
"(30.0, -6.950012, 4)",5,0.20585923,0.0038052981
"(30.0, -6.950012, 5)",5,0.20481643,0.005704878
"(30.0, -6.950012, 6)",5,0.20333679,0.002994035
"(30.0, -6.950012, 7)",5,0.20306373,0.0027814684
"(30.0, -6.950012, 8)",5,0.20430732,0.0026281143
"(30.0, -6.950012, 9)",5,0.20749263,0.0031648309
"(30.0, -6.950012, 10)",5,0.20900016,0.0051733595
"(30.0, -6.950012, 11)",5,0.2113353,0.007938677
"(30.0, -6.950012, 12)",5,0.20847741,0.006301458
"(30.0, -6.9000244, 1)",5,0.2070765,0.0045326133
"(30.0, -6.9000244, 2)",5,0.20586689,0.0043409094
"(30.0, -6.9000244, 3)",5,0.20539579,0.004078377
"(30.0, -6.9000244, 4)",5,0.2050241,0.0044715693
"(30.0, -6.9000244, 5)",5,0.20393834,0.00622663
"(30.0, -6.9000244, 6)",5,0.20243648,0.0037240896
"(30.0, -6.9000244, 7)",5,0.20217562,0.0034468735
"(30.0, -6.9000244, 8)",5,0.20349684,0.0031770996
"(30.0, -6.9000244, 9)",5,0.20675889,0.0030866074
"(30.0, -6.9000244, 10)",5,0.20836177,0.0052028606
"(30.0, -6.9000244, 11)",5,0.21071029,0.007916758
"(30.0, -6.9000244, 12)",5,0.20782094,0.0066103265
"(30.0, -6.8499756, 1)",5,0.20699377,0.004897392
"(30.0, -6.8499756, 2)",5,0.2058237,0.0046283756
"(30.0, -6.8499756, 3)",5,0.20514183,0.004473944
"(30.0, -6.8499756, 4)",5,0.20464173,0.004844646
"(30.0, -6.8499756, 5)",5,0.20350806,0.006446435
"(30.0, -6.8499756, 6)",5,0.20198551,0.0041678483
"(30.0, -6.8499756, 7)",5,0.20174205,0.0038279523
"(30.0, -6.8499756, 8)",5,0.20311794,0.0035144286
"(30.0, -6.8499756, 9)",5,0.20641682,0.003093448
"(30.0, -6.8499756, 10)",5,0.20811343,0.005293942
"(30.0, -6.8499756, 11)",5,0.21034074,0.007825968
"(30.0, -6.8499756, 12)",5,0.20741233,0.0067119263
"(30.0, -6.799988, 1)",5,0.2070715,0.0049360036
"(30.0, -6.799988, 2)",5,0.20599666,0.004640163
"(30.0, -6.799988, 3)",5,0.20534436,0.004452828
"(30.0, -6.799988, 4)",5,0.20466118,0.0047937785
"(30.0, -6.799988, 5)",5,0.20350464,0.0064008324
"(30.0, -6.799988, 6)",5,0.20194921,0.0042194305
"(30.0, -6.799988, 7)",5,0.20169172,0.003808344
"(30.0, -6.799988, 8)",5,0.20311446,0.0034972155
"(30.0, -6.799988, 9)",5,0.2064465,0.0029960521
"(30.0, -6.799988, 10)",5,0.20838723,0.0054181013
"(30.0, -6.799988, 11)",5,0.2103844,0.0077928696
"(30.0, -6.799988, 12)",5,0.20733027,0.0065916157
"(30.0, -6.75, 1)",5,0.20720455,0.00470855
"(30.0, -6.75, 2)",5,0.20627673,0.0044752895
"(30.0, -6.75, 3)",5,0.20574614,0.00426097
"(30.0, -6.75, 4)",5,0.20483188,0.0046690186
"(30.0, -6.75, 5)",5,0.20372255,0.006348156
"(30.0, -6.75, 6)",5,0.20218596,0.0041332133
"(30.0, -6.75, 7)",5,0.20190434,0.0036481363
"(30.0, -6.75, 8)",5,0.20336647,0.0033431682
"(30.0, -6.75, 9)",5,0.20672193,0.0028250804
"(30.0, -6.75, 10)",5,0.20910728,0.0056102197
"(30.0, -6.75, 11)",5,0.21080053,0.007781147
"(30.0, -6.75, 12)",5,0.20743147,0.006259233
"(30.0, -6.700012, 1)",5,0.20684178,0.004059642
"(30.0, -6.700012, 2)",5,0.2059546,0.004036005
"(30.0, -6.700012, 3)",5,0.20553342,0.003727458
"(30.0, -6.700012, 4)",5,0.20441559,0.0042762314
"(30.0, -6.700012, 5)",5,0.20319486,0.006018127
"(30.0, -6.700012, 6)",5,0.20159373,0.0038026948
"(30.0, -6.700012, 7)",5,0.20125628,0.003199427
"(30.0, -6.700012, 8)",5,0.20278749,0.0029318735
"(30.0, -6.700012, 9)",5,0.20632844,0.0024492126
"(30.0, -6.700012, 10)",5,0.20938161,0.005931279
"(30.0, -6.700012, 11)",5,0.21110837,0.008110878
"(30.0, -6.700012, 12)",5,0.20739786,0.005938955
"(30.0, -6.6500244, 1)",5,0.20635545,0.0036156217
"(30.0, -6.6500244, 2)",5,0.205619,0.0037903716
"(30.0, -6.6500244, 3)",5,0.20527884,0.0033216996
"(30.0, -6.6500244, 4)",5,0.20414981,0.004189288
"(30.0, -6.6500244, 5)",5,0.20270717,0.0058572013
"(30.0, -6.6500244, 6)",5,0.20110531,0.0036621375
"(30.0, -6.6500244, 7)",5,0.2007576,0.0030030143
"(30.0, -6.6500244, 8)",5,0.2023203,0.002798827
"(30.0, -6.6500244, 9)",5,0.20599775,0.002402014
"(30.0, -6.6500244, 10)",5,0.20931442,0.006141907
"(30.0, -6.6500244, 11)",5,0.21107838,0.008375054
"(30.0, -6.6500244, 12)",5,0.20711164,0.0057350453
"(30.0, -6.5999756, 1)",5,0.20560947,0.0034517027
"(30.0, -6.5999756, 2)",5,0.20510094,0.0037490113
"(30.0, -6.5999756, 3)",5,0.20480415,0.0031053077
"(30.0, -6.5999756, 4)",5,0.2038904,0.0042786985
"(30.0, -6.5999756, 5)",5,0.2021743,0.0056971903
"(30.0, -6.5999756, 6)",5,0.20057872,0.0035216096
"(30.0, -6.5999756, 7)",5,0.20023024,0.002901521
"(30.0, -6.5999756, 8)",5,0.20180666,0.0027013745
"(30.0, -6.5999756, 9)",5,0.2055752,0.0023976648
"(30.0, -6.5999756, 10)",5,0.20879483,0.0060485466
"(30.0, -6.5999756, 11)",5,0.21056895,0.008584131
"(30.0, -6.5999756, 12)",5,0.20650646,0.0056064273
"(30.0, -6.549988, 1)",5,0.2045879,0.0034275663
"(30.0, -6.549988, 2)",5,0.20427755,0.0037927432
"(30.0, -6.549988, 3)",5,0.20412353,0.0031415585
"(30.0, -6.549988, 4)",5,0.20338151,0.0042133494
"(30.0, -6.549988, 5)",5,0.20132275,0.0054662027
"(30.0, -6.549988, 6)",5,0.1997153,0.0033956806
"(30.0, -6.549988, 7)",5,0.19934522,0.0027672658
"(30.0, -6.549988, 8)",5,0.20097342,0.0026243299
"(30.0, -6.549988, 9)",5,0.20481896,0.0024108102
"(30.0, -6.549988, 10)",5,0.20779213,0.006012219
"(30.0, -6.549988, 11)",5,0.20958766,0.008799199
"(30.0, -6.549988, 12)",5,0.20565014,0.0055713337
"(30.0, -6.5, 1)",5,0.20499226,0.0034510582
"(30.0, -6.5, 2)",5,0.20517257,0.003933929
"(30.0, -6.5, 3)",5,0.205381,0.0030724523
"(30.0, -6.5, 4)",5,0.20462665,0.0041680983
"(30.0, -6.5, 5)",5,0.20240602,0.0054784543
"(30.0, -6.5, 6)",5,0.20095706,0.003280842
"(30.0, -6.5, 7)",5,0.20061824,0.002744861
"(30.0, -6.5, 8)",5,0.20225981,0.0026875406
"(30.0, -6.5, 9)",5,0.20584258,0.0026302822
"(30.0, -6.5, 10)",5,0.2083834,0.005839918
"(30.0, -6.5, 11)",5,0.20982043,0.008214365
"(30.0, -6.5, 12)",5,0.20591679,0.0049944604
"(30.0, -6.450012, 1)",5,0.20569453,0.003514616
"(30.0, -6.450012, 2)",5,0.20617065,0.0040986342
"(30.0, -6.450012, 3)",5,0.20671204,0.0030537925
"(30.0, -6.450012, 4)",5,0.20601234,0.004034933
"(30.0, -6.450012, 5)",5,0.20373765,0.005310091
"(30.0, -6.450012, 6)",5,0.20239964,0.003084268
"(30.0, -6.450012, 7)",5,0.20204456,0.0026742807
"(30.0, -6.450012, 8)",5,0.2036989,0.0026408995
"(30.0, -6.450012, 9)",5,0.20705643,0.0027520426
"(30.0, -6.450012, 10)",5,0.20934054,0.0057516955
"(30.0, -6.450012, 11)",5,0.21039994,0.00752174
"(30.0, -6.450012, 12)",5,0.2065033,0.0044529857
"(30.0, -6.4000244, 1)",5,0.20598678,0.0036436373
"(30.0, -6.4000244, 2)",5,0.20653553,0.00430879
"(30.0, -6.4000244, 3)",5,0.20726494,0.0031387308
"(30.0, -6.4000244, 4)",5,0.20684509,0.0040403237
"(30.0, -6.4000244, 5)",5,0.20451908,0.005103229
"(30.0, -6.4000244, 6)",5,0.203198,0.0029747942
"(30.0, -6.4000244, 7)",5,0.20279482,0.002696238
"(30.0, -6.4000244, 8)",5,0.20443805,0.0026066552
"(30.0, -6.4000244, 9)",5,0.20774262,0.0028165202
"(30.0, -6.4000244, 10)",5,0.20980994,0.0057230955
"(30.0, -6.4000244, 11)",5,0.21059175,0.007125389
"(30.0, -6.4000244, 12)",5,0.20678346,0.004174586
"(30.0, -6.3499756, 1)",5,0.20593278,0.0038768435
"(30.0, -6.3499756, 2)",5,0.20628408,0.004634015
"(30.0, -6.3499756, 3)",5,0.20706174,0.003489602
"(30.0, -6.3499756, 4)",5,0.20710807,0.0043135765
"(30.0, -6.3499756, 5)",5,0.20466909,0.0050541507
"(30.0, -6.3499756, 6)",5,0.20325649,0.003135672
"(30.0, -6.3499756, 7)",5,0.20278952,0.0029497813
"(30.0, -6.3499756, 8)",5,0.20440872,0.00277137
"(30.0, -6.3499756, 9)",5,0.20783989,0.00288611
"(30.0, -6.3499756, 10)",5,0.20956218,0.0058098347
"(30.0, -6.3499756, 11)",5,0.21022871,0.007079305
"(30.0, -6.3499756, 12)",5,0.20673552,0.004205472
"(30.0, -6.299988, 1)",5,0.20557988,0.004082288
"(30.0, -6.299988, 2)",5,0.20555203,0.0049379733
"(30.0, -6.299988, 3)",5,0.20629176,0.0040245447
"(30.0, -6.299988, 4)",5,0.20674479,0.0044918093
"(30.0, -6.299988, 5)",5,0.20416026,0.0051434617
"(30.0, -6.299988, 6)",5,0.20264539,0.0034639428
"(30.0, -6.299988, 7)",5,0.20212793,0.003255426
"(30.0, -6.299988, 8)",5,0.20375006,0.003114407
"(30.0, -6.299988, 9)",5,0.20739214,0.0030089305
"(30.0, -6.299988, 10)",5,0.20874193,0.0060942452
"(30.0, -6.299988, 11)",5,0.20941906,0.007148609
"(30.0, -6.299988, 12)",5,0.20636746,0.0043711504
"(30.0, -6.25, 1)",5,0.20559636,0.0040416275
"(30.0, -6.25, 2)",5,0.20518771,0.004973666
"(30.0, -6.25, 3)",5,0.20583573,0.0042247856
"(30.0, -6.25, 4)",5,0.20646822,0.004264932
"(30.0, -6.25, 5)",5,0.20383558,0.005176272
"(30.0, -6.25, 6)",5,0.20232458,0.0036263636
"(30.0, -6.25, 7)",5,0.20177011,0.0033103009
"(30.0, -6.25, 8)",5,0.20344059,0.0033825375
"(30.0, -6.25, 9)",5,0.20716667,0.0033223145
"(30.0, -6.25, 10)",5,0.20821635,0.006541418
"(30.0, -6.25, 11)",5,0.20898268,0.007081205
"(30.0, -6.25, 12)",5,0.20627888,0.004446921
"(30.0, -6.200012, 1)",5,0.206038,0.003815211
"(30.0, -6.200012, 2)",5,0.20535883,0.0046886224
"(30.0, -6.200012, 3)",5,0.20582743,0.0039962246
"(30.0, -6.200012, 4)",5,0.20652196,0.0040669763
"(30.0, -6.200012, 5)",5,0.20393792,0.0052172896
"(30.0, -6.200012, 6)",5,0.20252164,0.0036788695
"(30.0, -6.200012, 7)",5,0.20195763,0.0032604241
"(30.0, -6.200012, 8)",5,0.20368929,0.0035201185
"(30.0, -6.200012, 9)",5,0.20734973,0.0037432488
"(30.0, -6.200012, 10)",5,0.20820375,0.007046588
"(30.0, -6.200012, 11)",5,0.2090702,0.0070788
"(30.0, -6.200012, 12)",5,0.2065328,0.004470226
"(30.0, -6.1500244, 1)",5,0.20593393,0.0037290682
"(30.0, -6.1500244, 2)",5,0.20512536,0.004408455
"(30.0, -6.1500244, 3)",5,0.20523426,0.0038536878
"(30.0, -6.1500244, 4)",5,0.20580766,0.0043245545
"(30.0, -6.1500244, 5)",5,0.20321698,0.00529785
"(30.0, -6.1500244, 6)",5,0.20187028,0.0037905024
"(30.0, -6.1500244, 7)",5,0.20130508,0.0033158835
"(30.0, -6.1500244, 8)",5,0.20311728,0.0035009729
"(30.0, -6.1500244, 9)",5,0.20673756,0.0038669815
"(30.0, -6.1500244, 10)",5,0.20772333,0.0076071615
"(30.0, -6.1500244, 11)",5,0.20872858,0.00739316
"(30.0, -6.1500244, 12)",5,0.20622118,0.004629613
"(30.0, -6.0999756, 1)",5,0.2057292,0.0038401084
"(30.0, -6.0999756, 2)",5,0.20484075,0.0044754897
"(30.0, -6.0999756, 3)",5,0.2046171,0.004174508
"(30.0, -6.0999756, 4)",5,0.20490952,0.0045673354
"(30.0, -6.0999756, 5)",5,0.20236185,0.0054855696
"(30.0, -6.0999756, 6)",5,0.20110993,0.0040957457
"(30.0, -6.0999756, 7)",5,0.20059848,0.0035477376
"(30.0, -6.0999756, 8)",5,0.20246728,0.0036434177
"(30.0, -6.0999756, 9)",5,0.20601825,0.0039721825
"(30.0, -6.0999756, 10)",5,0.207244,0.0081234705
"(30.0, -6.0999756, 11)",5,0.20831351,0.007677265
"(30.0, -6.0999756, 12)",5,0.20587376,0.0049036536
"(30.0, -6.049988, 1)",5,0.20539014,0.0042247167
"(30.0, -6.049988, 2)",5,0.20431271,0.0052726716
"(30.0, -6.049988, 3)",5,0.20377286,0.0052184467
"(30.0, -6.049988, 4)",5,0.20378706,0.00503246
"(30.0, -6.049988, 5)",5,0.2014313,0.0061074565
"(30.0, -6.049988, 6)",5,0.20030491,0.0049356543
"(30.0, -6.049988, 7)",5,0.1998779,0.0042272545
"(30.0, -6.049988, 8)",5,0.20179085,0.0043640924
"(30.0, -6.049988, 9)",5,0.20526555,0.0043988153
"(30.0, -6.049988, 10)",5,0.20670037,0.008611882
"(30.0, -6.049988, 11)",5,0.20772585,0.007795442
"(30.0, -6.049988, 12)",5,0.20555489,0.005402461
"(30.0, -6.0, 1)",5,0.20481333,0.0045634517
"(30.0, -6.0, 2)",5,0.20367417,0.005861364
"(30.0, -6.0, 3)",5,0.20284767,0.005774962
"(30.0, -6.0, 4)",5,0.2027299,0.0056622974
"(30.0, -6.0, 5)",5,0.20054932,0.0064887255
"(30.0, -6.0, 6)",5,0.199496,0.0054468266
"(30.0, -6.0, 7)",5,0.19910224,0.004640978
"(30.0, -6.0, 8)",5,0.20107336,0.0047448114
"(30.0, -6.0, 9)",5,0.20453589,0.0046256203
"(30.0, -6.0, 10)",5,0.20618722,0.008838602
"(30.0, -6.0, 11)",5,0.20715177,0.007931675
"(30.0, -6.0, 12)",5,0.2052948,0.005849016
"(30.0, -5.950012, 1)",5,0.205104,0.004820264
"(30.0, -5.950012, 2)",5,0.20400245,0.0060151527
"(30.0, -5.950012, 3)",5,0.20299542,0.005681941
"(30.0, -5.950012, 4)",5,0.20310743,0.0059145563
"(30.0, -5.950012, 5)",5,0.20139651,0.0063207597
"(30.0, -5.950012, 6)",5,0.20051114,0.005205919
"(30.0, -5.950012, 7)",5,0.20008704,0.004517327
"(30.0, -5.950012, 8)",5,0.20206141,0.0044417745
"(30.0, -5.950012, 9)",5,0.20536259,0.0043812096
"(30.0, -5.950012, 10)",5,0.20692515,0.008302384
"(30.0, -5.950012, 11)",5,0.20759304,0.0078076413
"(30.0, -5.950012, 12)",5,0.20594469,0.006023566
"(30.0, -5.9000244, 1)",5,0.20531385,0.0049792025
"(30.0, -5.9000244, 2)",5,0.20409782,0.0060205027
"(30.0, -5.9000244, 3)",5,0.2029124,0.005539422
