group,n_ref,ref_mean,ref_std
"(32.35, -8.299988, 5)",5,0.23408365,0.008698087
"(32.35, -8.299988, 6)",5,0.22605598,0.0058021992
"(32.35, -8.299988, 7)",5,0.22410198,0.0058557065
"(32.35, -8.299988, 8)",5,0.22438464,0.005620127
"(32.35, -8.299988, 9)",5,0.22569363,0.006009628
"(32.35, -8.299988, 10)",5,0.22952577,0.0076434463
"(32.35, -8.299988, 11)",5,0.24231043,0.014483173
"(32.35, -8.299988, 12)",5,0.26165146,0.014791306
"(32.35, -8.25, 1)",5,0.24960248,0.016102664
"(32.35, -8.25, 2)",5,0.24629915,0.017323026
"(32.35, -8.25, 3)",5,0.24583201,0.019596161
"(32.35, -8.25, 4)",5,0.23884492,0.011157715
"(32.35, -8.25, 5)",5,0.23447633,0.008370301
"(32.35, -8.25, 6)",5,0.22630985,0.0055618435
"(32.35, -8.25, 7)",5,0.22430304,0.0056273164
"(32.35, -8.25, 8)",5,0.22455306,0.00536533
"(32.35, -8.25, 9)",5,0.22594126,0.0057974393
"(32.35, -8.25, 10)",5,0.22982979,0.0075089885
"(32.35, -8.25, 11)",5,0.2428194,0.014110196
"(32.35, -8.25, 12)",5,0.26166677,0.0148086
"(32.35, -8.200012, 1)",5,0.24997106,0.015792958
"(32.35, -8.200012, 2)",5,0.24713472,0.017184366
"(32.35, -8.200012, 3)",5,0.24664585,0.0191719
"(32.35, -8.200012, 4)",5,0.23988001,0.011362236
"(32.35, -8.200012, 5)",5,0.23519318,0.008183749
"(32.35, -8.200012, 6)",5,0.22673146,0.005299827
"(32.35, -8.200012, 7)",5,0.22458842,0.005375304
"(32.35, -8.200012, 8)",5,0.22480145,0.0050965566
"(32.35, -8.200012, 9)",5,0.2262663,0.0055763638
"(32.35, -8.200012, 10)",5,0.23028222,0.007388106
"(32.35, -8.200012, 11)",5,0.24356763,0.013871909
"(32.35, -8.200012, 12)",5,0.26173204,0.014963422
"(32.35, -8.150024, 1)",5,0.24999952,0.015535326
"(32.35, -8.150024, 2)",5,0.24760728,0.017145194
"(32.35, -8.150024, 3)",5,0.24722019,0.018753352
"(32.35, -8.150024, 4)",5,0.24075234,0.011710679
"(32.35, -8.150024, 5)",5,0.23587677,0.008188711
"(32.35, -8.150024, 6)",5,0.22710879,0.005246703
"(32.35, -8.150024, 7)",5,0.22485104,0.0052895783
"(32.35, -8.150024, 8)",5,0.22507271,0.0050042495
"(32.35, -8.150024, 9)",5,0.22659247,0.0055258647
"(32.35, -8.150024, 10)",5,0.23067126,0.007301641
"(32.35, -8.150024, 11)",5,0.24407569,0.013681147
"(32.35, -8.150024, 12)",5,0.26132885,0.015203031
"(32.35, -8.099976, 1)",5,0.24996395,0.0153906755
"(32.35, -8.099976, 2)",5,0.24776573,0.017124096
"(32.35, -8.099976, 3)",5,0.24762425,0.01845831
"(32.35, -8.099976, 4)",5,0.24148464,0.012168623
"(32.35, -8.099976, 5)",5,0.2365957,0.008465658
"(32.35, -8.099976, 6)",5,0.22751513,0.0053711906
"(32.35, -8.099976, 7)",5,0.22516985,0.0053393585
"(32.35, -8.099976, 8)",5,0.22542036,0.005044255
"(32.35, -8.099976, 9)",5,0.22700576,0.0056190155
"(32.35, -8.099976, 10)",5,0.23107426,0.0072999275
"(32.35, -8.099976, 11)",5,0.24434188,0.013383996
"(32.35, -8.099976, 12)",5,0.26102877,0.015285689
"(32.35, -8.049988, 1)",5,0.24996623,0.015226633
"(32.35, -8.049988, 2)",5,0.24765995,0.016971696
"(32.35, -8.049988, 3)",5,0.24786706,0.018437412
"(32.35, -8.049988, 4)",5,0.24213853,0.012802553
"(32.35, -8.049988, 5)",5,0.2373673,0.009078048
"(32.35, -8.049988, 6)",5,0.22799559,0.0056697084
"(32.35, -8.049988, 7)",5,0.2255865,0.005550701
"(32.35, -8.049988, 8)",5,0.22585292,0.0052349404
"(32.35, -8.049988, 9)",5,0.22750609,0.005898603
"(32.35, -8.049988, 10)",5,0.231482,0.0074926866
"(32.35, -8.049988, 11)",5,0.24433243,0.013023161
"(32.35, -8.049988, 12)",5,0.26103064,0.015012634
"(32.35, -8.0, 1)",5,0.2497423,0.015101558
"(32.35, -8.0, 2)",5,0.24729101,0.016789496
"(32.35, -8.0, 3)",5,0.2478557,0.018582404
"(32.35, -8.0, 4)",5,0.24250767,0.013400903
"(32.35, -8.0, 5)",5,0.23794761,0.009833597
"(32.35, -8.0, 6)",5,0.22834447,0.006051497
"(32.35, -8.0, 7)",5,0.2259113,0.0058233226
"(32.35, -8.0, 8)",5,0.22618732,0.0054794387
"(32.35, -8.0, 9)",5,0.22789149,0.0062407814
"(32.35, -8.0, 10)",5,0.23173007,0.0077783978
"(32.35, -8.0, 11)",5,0.24412031,0.012715062
"(32.35, -8.0, 12)",5,0.260971,0.014688436
"(32.35, -7.950012, 1)",5,0.24951807,0.014981671
"(32.35, -7.950012, 2)",5,0.24705026,0.016658803
"(32.35, -7.950012, 3)",5,0.24778876,0.01876706
"(32.35, -7.950012, 4)",5,0.24275506,0.01388109
"(32.35, -7.950012, 5)",5,0.23841687,0.010524374
"(32.35, -7.950012, 6)",5,0.22855401,0.0062586125
"(32.35, -7.950012, 7)",5,0.22607705,0.005910854
"(32.35, -7.950012, 8)",5,0.22635834,0.005541886
"(32.35, -7.950012, 9)",5,0.22810724,0.0064131957
"(32.35, -7.950012, 10)",5,0.23178723,0.007945206
"(32.35, -7.950012, 11)",5,0.2438209,0.012622179
"(32.35, -7.950012, 12)",5,0.26099923,0.014361076
"(32.35, -7.9000244, 1)",5,0.24889846,0.014802337
"(32.35, -7.9000244, 2)",5,0.24651253,0.016602213
"(32.35, -7.9000244, 3)",5,0.24731474,0.01893885
"(32.35, -7.9000244, 4)",5,0.24267372,0.014210225
"(32.35, -7.9000244, 5)",5,0.2385256,0.011158191
"(32.35, -7.9000244, 6)",5,0.22840801,0.0064166132
"(32.35, -7.9000244, 7)",5,0.2259248,0.0059447982
"(32.35, -7.9000244, 8)",5,0.22623158,0.005576815
"(32.35, -7.9000244, 9)",5,0.22803254,0.0065585445
"(32.35, -7.9000244, 10)",5,0.23151283,0.008047023
"(32.35, -7.9000244, 11)",5,0.24303925,0.012855114
"(32.35, -7.9000244, 12)",5,0.26044413,0.014087293
"(32.35, -7.8499756, 1)",5,0.24800691,0.0144131165
"(32.35, -7.8499756, 2)",5,0.24580245,0.016437167
"(32.35, -7.8499756, 3)",5,0.2466193,0.018946005
"(32.35, -7.8499756, 4)",5,0.24238782,0.014191132
"(32.35, -7.8499756, 5)",5,0.2383161,0.011711895
"(32.35, -7.8499756, 6)",5,0.22797301,0.0065424424
"(32.35, -7.8499756, 7)",5,0.22551146,0.005918609
"(32.35, -7.8499756, 8)",5,0.22585678,0.005590065
"(32.35, -7.8499756, 9)",5,0.22771254,0.006665983
"(32.35, -7.8499756, 10)",5,0.23101833,0.00812494
"(32.35, -7.8499756, 11)",5,0.242225,0.013122562
"(32.35, -7.8499756, 12)",5,0.2593951,0.013701032
"(32.35, -7.799988, 1)",5,0.24689038,0.014031911
"(32.35, -7.799988, 2)",5,0.24486868,0.016162964
"(32.35, -7.799988, 3)",5,0.24575332,0.018887267
"(32.35, -7.799988, 4)",5,0.24196884,0.013970737
"(32.35, -7.799988, 5)",5,0.23801939,0.012197296
"(32.35, -7.799988, 6)",5,0.22762597,0.006768413
"(32.35, -7.799988, 7)",5,0.22521988,0.005989502
"(32.35, -7.799988, 8)",5,0.22561355,0.0057008537
"(32.35, -7.799988, 9)",5,0.22750752,0.0067953933
"(32.35, -7.799988, 10)",5,0.23063426,0.008257893
"(32.35, -7.799988, 11)",5,0.24154845,0.013118615
"(32.35, -7.799988, 12)",5,0.25824064,0.013268515
"(32.35, -7.75, 1)",5,0.2458648,0.013672608
"(32.35, -7.75, 2)",5,0.24402419,0.015839532
"(32.35, -7.75, 3)",5,0.24505329,0.018874124
"(32.35, -7.75, 4)",5,0.24166374,0.013720879
"(32.35, -7.75, 5)",5,0.23779528,0.012644439
"(32.35, -7.75, 6)",5,0.22742276,0.006998155
"(32.35, -7.75, 7)",5,0.22500353,0.006096044
"(32.35, -7.75, 8)",5,0.22544554,0.005829642
"(32.35, -7.75, 9)",5,0.22738257,0.0069224644
"(32.35, -7.75, 10)",5,0.23034258,0.00841529
"(32.35, -7.75, 11)",5,0.24095154,0.012936557
"(32.35, -7.75, 12)",5,0.25724998,0.012885932
"(32.35, -7.700012, 1)",5,0.24477923,0.013357418
"(32.35, -7.700012, 2)",5,0.2430677,0.015573445
"(32.35, -7.700012, 3)",5,0.24432543,0.01888763
"(32.35, -7.700012, 4)",5,0.24133344,0.01348523
"(32.35, -7.700012, 5)",5,0.23749761,0.01291172
"(32.35, -7.700012, 6)",5,0.22716394,0.0071783448
"(32.35, -7.700012, 7)",5,0.22472446,0.0062019643
"(32.35, -7.700012, 8)",5,0.22520903,0.0059381225
"(32.35, -7.700012, 9)",5,0.22718279,0.007044139
"(32.35, -7.700012, 10)",5,0.2299416,0.008500684
"(32.35, -7.700012, 11)",5,0.24021082,0.012689213
"(32.35, -7.700012, 12)",5,0.25619504,0.012620521
"(32.35, -7.6500244, 1)",5,0.24365862,0.013127965
"(32.35, -7.6500244, 2)",5,0.2418793,0.015448818
"(32.35, -7.6500244, 3)",5,0.24349025,0.018990213
"(32.35, -7.6500244, 4)",5,0.24106786,0.013347974
"(32.35, -7.6500244, 5)",5,0.23723777,0.012906365
"(32.35, -7.6500244, 6)",5,0.2268898,0.007293936
"(32.35, -7.6500244, 7)",5,0.2244632,0.006305079
"(32.35, -7.6500244, 8)",5,0.22500584,0.0060095238
"(32.35, -7.6500244, 9)",5,0.22700445,0.0071473583
"(32.35, -7.6500244, 10)",5,0.22952609,0.008437973
"(32.35, -7.6500244, 11)",5,0.23943639,0.012328247
"(32.35, -7.6500244, 12)",5,0.25513148,0.0124121085
"(32.35, -7.5999756, 1)",5,0.18024936,0.028522115
"(32.35, -7.5999756, 2)",5,0.18426564,0.032495692
"(32.35, -7.5999756, 3)",5,0.19039117,0.037054688
"(32.35, -7.5999756, 4)",5,0.18839903,0.023172941
"(32.35, -7.5999756, 5)",5,0.17945406,0.023719717
"(32.35, -7.5999756, 6)",5,0.15455581,0.018722363
"(32.35, -7.5999756, 7)",5,0.13880254,0.02083704
"(32.35, -7.5999756, 8)",5,0.13193402,0.024623737
"(32.35, -7.5999756, 9)",5,0.1310385,0.02603675
"(32.35, -7.5999756, 10)",5,0.13552675,0.02613804
"(32.35, -7.5999756, 11)",5,0.15220001,0.034630846
"(32.35, -7.5999756, 12)",5,0.18861265,0.035007555
"(32.35, -7.549988, 1)",5,0.17969541,0.029476687
"(32.35, -7.549988, 2)",5,0.18357441,0.0334146
"(32.35, -7.549988, 3)",5,0.1898528,0.03769265
"(32.35, -7.549988, 4)",5,0.18877274,0.022885816
"(32.35, -7.549988, 5)",5,0.18012369,0.022131113
"(32.35, -7.549988, 6)",5,0.15561804,0.018017404
"(32.35, -7.549988, 7)",5,0.14037524,0.021432558
"(32.35, -7.549988, 8)",5,0.13392492,0.025884945
"(32.35, -7.549988, 9)",5,0.1332382,0.027496627
"(32.35, -7.549988, 10)",5,0.13769391,0.027560355
"(32.35, -7.549988, 11)",5,0.15366782,0.035661463
"(32.35, -7.549988, 12)",5,0.18888082,0.03541613
"(32.35, -7.5, 1)",5,0.17890471,0.03082398
"(32.35, -7.5, 2)",5,0.18287759,0.0347791
"(32.35, -7.5, 3)",5,0.18927756,0.038510226
"(32.35, -7.5, 4)",5,0.1887581,0.022910574
"(32.35, -7.5, 5)",5,0.1805503,0.020591246
"(32.35, -7.5, 6)",5,0.15643857,0.017002959
"(32.35, -7.5, 7)",5,0.14165588,0.02154117
"(32.35, -7.5, 8)",5,0.13558212,0.026608523
"(32.35, -7.5, 9)",5,0.13504472,0.028379684
"(32.35, -7.5, 10)",5,0.13950685,0.028453533
"(32.35, -7.5, 11)",5,0.15471883,0.03618766
"(32.35, -7.5, 12)",5,0.18891409,0.035614558
"(32.35, -7.450012, 1)",5,0.24016054,0.013102413
"(32.35, -7.450012, 2)",5,0.23849504,0.0152809145
"(32.35, -7.450012, 3)",5,0.24098508,0.019359104
"(32.35, -7.450012, 4)",5,0.24040374,0.012709446
"(32.35, -7.450012, 5)",5,0.23681083,0.01180378
"(32.35, -7.450012, 6)",5,0.22622569,0.007506892
"(32.35, -7.450012, 7)",5,0.2239717,0.006584123
"(32.35, -7.450012, 8)",5,0.22482681,0.0061866906
"(32.35, -7.450012, 9)",5,0.22675598,0.007406144
"(32.35, -7.450012, 10)",5,0.22881432,0.008799581
"(32.35, -7.450012, 11)",5,0.23689613,0.01009789
"(32.35, -7.450012, 12)",5,0.25209308,0.011887484
"(32.35, -7.4000244, 1)",5,0.23971698,0.013419668
"(32.35, -7.4000244, 2)",5,0.23823246,0.015398655
"(32.35, -7.4000244, 3)",5,0.2407924,0.019398216
"(32.35, -7.4000244, 4)",5,0.240346,0.012461914
"(32.35, -7.4000244, 5)",5,0.23702414,0.011741757
"(32.35, -7.4000244, 6)",5,0.22626941,0.0076393518
"(32.35, -7.4000244, 7)",5,0.2240148,0.0067029647
"(32.35, -7.4000244, 8)",5,0.22490612,0.006306437
"(32.35, -7.4000244, 9)",5,0.22681017,0.0075362283
"(32.35, -7.4000244, 10)",5,0.22882967,0.009017043
"(32.35, -7.4000244, 11)",5,0.23657146,0.00967872
"(32.35, -7.4000244, 12)",5,0.25181258,0.012104449
"(32.35, -7.3499756, 1)",5,0.2392442,0.013559739
"(32.35, -7.3499756, 2)",5,0.23785874,0.015442881
"(32.35, -7.3499756, 3)",5,0.24062178,0.01924383
"(32.35, -7.3499756, 4)",5,0.24037638,0.01206286
"(32.35, -7.3499756, 5)",5,0.2373955,0.011671273
"(32.35, -7.3499756, 6)",5,0.22643086,0.007713256
"(32.35, -7.3499756, 7)",5,0.22421584,0.0067660497
"(32.35, -7.3499756, 8)",5,0.22506483,0.0063689095
"(32.35, -7.3499756, 9)",5,0.22696006,0.007644462
"(32.35, -7.3499756, 10)",5,0.22895548,0.009080916
"(32.35, -7.3499756, 11)",5,0.2363865,0.009445699
"(32.35, -7.3499756, 12)",5,0.25151357,0.012341337
"(32.35, -7.299988, 1)",5,0.2392283,0.013538004
"(32.35, -7.299988, 2)",5,0.2379649,0.0155292135
"(32.35, -7.299988, 3)",5,0.2408615,0.019019742
"(32.35, -7.299988, 4)",5,0.24082978,0.01165343
"(32.35, -7.299988, 5)",5,0.23815998,0.011634038
"(32.35, -7.299988, 6)",5,0.22687641,0.0077246767
"(32.35, -7.299988, 7)",5,0.22465822,0.0067545897
"(32.35, -7.299988, 8)",5,0.22541156,0.006342731
"(32.35, -7.299988, 9)",5,0.22735628,0.007678526
"(32.35, -7.299988, 10)",5,0.22939388,0.00902178
"(32.35, -7.299988, 11)",5,0.23665833,0.009413846
"(32.35, -7.299988, 12)",5,0.25169796,0.012388615
"(32.35, -7.25, 1)",5,0.17781898,0.03567856
"(32.35, -7.25, 2)",5,0.18204236,0.039449275
"(32.35, -7.25, 3)",5,0.18879548,0.040559787
"(32.35, -7.25, 4)",5,0.189773,0.020808809
"(32.35, -7.25, 5)",5,0.18537775,0.017678715
"(32.35, -7.25, 6)",5,0.16094312,0.015543483
"(32.35, -7.25, 7)",5,0.14669359,0.021948662
"(32.35, -7.25, 8)",5,0.14098024,0.027632387
"(32.35, -7.25, 9)",5,0.140758,0.029361926
"(32.35, -7.25, 10)",5,0.14561102,0.02949528
"(32.35, -7.25, 11)",5,0.15885475,0.036789164
"(32.35, -7.25, 12)",5,0.19113584,0.035296574
"(32.35, -7.200012, 1)",5,0.21318391,0.034246083
"(32.35, -7.200012, 2)",5,0.21732143,0.03959447
"(32.35, -7.200012, 3)",5,0.22699042,0.044439938
"(32.35, -7.200012, 4)",5,0.23051147,0.026488144
"(32.35, -7.200012, 5)",5,0.22559781,0.021046134
"(32.35, -7.200012, 6)",5,0.20332757,0.012423741
"(32.35, -7.200012, 7)",5,0.19091566,0.015315371
"(32.35, -7.200012, 8)",5,0.18478225,0.018786397
"(32.35, -7.200012, 9)",5,0.1830326,0.020137837
"(32.35, -7.200012, 10)",5,0.18556039,0.017728224
"(32.35, -7.200012, 11)",5,0.19530773,0.019936508
"(32.35, -7.200012, 12)",5,0.22485545,0.019486135
"(32.35, -7.1500244, 1)",5,0.21360931,0.034342844
"(32.35, -7.1500244, 2)",5,0.21766858,0.04003797
"(32.35, -7.1500244, 3)",5,0.22702126,0.044656005
"(32.35, -7.1500244, 4)",5,0.23122513,0.026362743
"(32.35, -7.1500244, 5)",5,0.22714432,0.02117673
"(32.35, -7.1500244, 6)",5,0.20447293,0.0128017105
"(32.35, -7.1500244, 7)",5,0.19165936,0.015386501
"(32.35, -7.1500244, 8)",5,0.1852729,0.018629499
"(32.35, -7.1500244, 9)",5,0.18341963,0.019962495
"(32.35, -7.1500244, 10)",5,0.185925,0.017446572
"(32.35, -7.1500244, 11)",5,0.19590518,0.01959847
"(32.35, -7.1500244, 12)",5,0.22550622,0.018957661
"(32.35, -7.0999756, 1)",5,0.21402426,0.034498267
"(32.35, -7.0999756, 2)",5,0.21801059,0.040585186
"(32.35, -7.0999756, 3)",5,0.22698756,0.044792503
"(32.35, -7.0999756, 4)",5,0.23191926,0.026274007
"(32.35, -7.0999756, 5)",5,0.22855935,0.021324739
"(32.35, -7.0999756, 6)",5,0.20550969,0.013259853
"(32.35, -7.0999756, 7)",5,0.19224402,0.015596978
"(32.35, -7.0999756, 8)",5,0.18561535,0.018646201
"(32.35, -7.0999756, 9)",5,0.18367335,0.019982971
"(32.35, -7.0999756, 10)",5,0.18616125,0.017474962
"(32.35, -7.0999756, 11)",5,0.1964427,0.019719854
"(32.35, -7.0999756, 12)",5,0.22618541,0.018802868
"(32.35, -7.049988, 1)",5,0.21489719,0.034861993
"(32.35, -7.049988, 2)",5,0.21891865,0.04126686
"(32.35, -7.049988, 3)",5,0.22743702,0.044660605
"(32.35, -7.049988, 4)",5,0.23292418,0.025862446
"(32.35, -7.049988, 5)",5,0.22992548,0.021384733
"(32.35, -7.049988, 6)",5,0.20653443,0.01393526
"(32.35, -7.049988, 7)",5,0.1927807,0.015978573
"(32.35, -7.049988, 8)",5,0.18594101,0.01875401
"(32.35, -7.049988, 9)",5,0.18396477,0.020056859
"(32.35, -7.049988, 10)",5,0.18643913,0.017521797
"(32.35, -7.049988, 11)",5,0.1969614,0.02002058
"(32.35, -7.049988, 12)",5,0.22696376,0.019055795
"(32.35, -7.0, 1)",5,0.21620028,0.035466168
"(32.35, -7.0, 2)",5,0.22029325,0.042061813
"(32.35, -7.0, 3)",5,0.22828946,0.044504527
"(32.35, -7.0, 4)",5,0.23423469,0.025453225
"(32.35, -7.0, 5)",5,0.23130505,0.021386754
"(32.35, -7.0, 6)",5,0.20748648,0.014378583
"(32.35, -7.0, 7)",5,0.19307452,0.015844095
"(32.35, -7.0, 8)",5,0.18594646,0.01820353
"(32.35, -7.0, 9)",5,0.18393871,0.019413749
"(32.35, -7.0, 10)",5,0.18634953,0.016631639
"(32.35, -7.0, 11)",5,0.19703646,0.01947002
"(32.35, -7.0, 12)",5,0.2274855,0.019375537
"(32.35, -6.950012, 1)",5,0.21769801,0.036145236
"(32.35, -6.950012, 2)",5,0.22169712,0.04271769
"(32.35, -6.950012, 3)",5,0.22929569,0.04447052
"(32.35, -6.950012, 4)",5,0.23567358,0.02527133
"(32.35, -6.950012, 5)",5,0.23253794,0.021359513
"(32.35, -6.950012, 6)",5,0.2082661,0.014377867
"(32.35, -6.950012, 7)",5,0.19313268,0.015130782
"(32.35, -6.950012, 8)",5,0.18569188,0.017082136
"(32.35, -6.950012, 9)",5,0.18371949,0.018271806
"(32.35, -6.950012, 10)",5,0.18602225,0.01504658
"(32.35, -6.950012, 11)",5,0.19678627,0.018112667
"(32.35, -6.950012, 12)",5,0.22781591,0.019822473
"(32.35, -6.9000244, 1)",5,0.21895918,0.03659648
"(32.35, -6.9000244, 2)",5,0.22280848,0.04302878
"(32.35, -6.9000244, 3)",5,0.23029272,0.04453782
"(32.35, -6.9000244, 4)",5,0.23713008,0.025475051
"(32.35, -6.9000244, 5)",5,0.2334888,0.021477403
"(32.35, -6.9000244, 6)",5,0.20885785,0.0142879775
"(32.35, -6.9000244, 7)",5,0.19314878,0.014400483
"(32.35, -6.9000244, 8)",5,0.18550546,0.016057914
"(32.35, -6.9000244, 9)",5,0.18367422,0.017393176
"(32.35, -6.9000244, 10)",5,0.1858935,0.013724066
"(32.35, -6.9000244, 11)",5,0.19669598,0.016648075
"(32.35, -6.9000244, 12)",5,0.22807884,0.020363193
"(32.35, -6.8499756, 1)",5,0.21937871,0.036617983
"(32.35, -6.8499756, 2)",5,0.22315983,0.042789232
"(32.35, -6.8499756, 3)",5,0.23080191,0.044532314
"(32.35, -6.8499756, 4)",5,0.23818907,0.026047075
"(32.35, -6.8499756, 5)",5,0.23378985,0.021939151
"(32.35, -6.8499756, 6)",5,0.20896915,0.014490663
"(32.35, -6.8499756, 7)",5,0.1929774,0.014061208
"(32.35, -6.8499756, 8)",5,0.18531188,0.015512151
"(32.35, -6.8499756, 9)",5,0.18369228,0.017009966
"(32.35, -6.8499756, 10)",5,0.18588686,0.013085263
"(32.35, -6.8499756, 11)",5,0.19668302,0.015608917
"(32.35, -6.8499756, 12)",5,0.22807117,0.020735595
"(32.35, -6.799988, 1)",5,0.21934727,0.036446203
"(32.35, -6.799988, 2)",5,0.2231719,0.042389628
"(32.35, -6.799988, 3)",5,0.23106182,0.044434864
"(32.35, -6.799988, 4)",5,0.23906806,0.026563209
"(32.35, -6.799988, 5)",5,0.23381385,0.022494953
"(32.35, -6.799988, 6)",5,0.20888159,0.01488834
"(32.35, -6.799988, 7)",5,0.19274886,0.013969844
"(32.35, -6.799988, 8)",5,0.18514305,0.015229617
"(32.35, -6.799988, 9)",5,0.18371701,0.016776904
"(32.35, -6.799988, 10)",5,0.18594694,0.012782867
"(32.35, -6.799988, 11)",5,0.1967894,0.015156466
"(32.35, -6.799988, 12)",5,0.22792271,0.021009538
"(32.35, -6.75, 1)",5,0.20118117,0.032153524
"(32.35, -6.75, 2)",5,0.20288184,0.03459966
"(32.35, -6.75, 3)",5,0.2065093,0.03214065
"(32.35, -6.75, 4)",5,0.2092237,0.021083316
"(32.35, -6.75, 5)",5,0.19443293,0.013163465
"(32.35, -6.75, 6)",5,0.16678475,0.008113344
"(32.35, -6.75, 7)",5,0.15599449,0.011645876
"(32.35, -6.75, 8)",5,0.15438697,0.012430116
"(32.35, -6.75, 9)",5,0.15646996,0.01215937
"(32.35, -6.75, 10)",5,0.16040684,0.009289477
"(32.35, -6.75, 11)",5,0.17276333,0.016184969
"(32.35, -6.75, 12)",5,0.20454927,0.027529296
"(32.35, -6.700012, 1)",5,0.21859682,0.036254972
"(32.35, -6.700012, 2)",5,0.22290735,0.04243082
"(32.35, -6.700012, 3)",5,0.23111646,0.044204302
"(32.35, -6.700012, 4)",5,0.24000768,0.02656369
"(32.35, -6.700012, 5)",5,0.2336655,0.02354204
"(32.35, -6.700012, 6)",5,0.20955805,0.017394498
"(32.35, -6.700012, 7)",5,0.19374034,0.01627163
"(32.35, -6.700012, 8)",5,0.18647607,0.017178904
"(32.35, -6.700012, 9)",5,0.18534212,0.017970728
"(32.35, -6.700012, 10)",5,0.18763968,0.0149093205
"(32.35, -6.700012, 11)",5,0.19912277,0.017987145
"(32.35, -6.700012, 12)",5,0.22871459,0.020850256
"(32.35, -6.6500244, 1)",5,0.20151953,0.03290849
"(32.35, -6.6500244, 2)",5,0.20387177,0.03593099
"(32.35, -6.6500244, 3)",5,0.20749155,0.03342189
"(32.35, -6.6500244, 4)",5,0.20928161,0.020290159
"(32.35, -6.6500244, 5)",5,0.19381417,0.0143043995
"(32.35, -6.6500244, 6)",5,0.16695085,0.008971722
"(32.35, -6.6500244, 7)",5,0.15619147,0.011996522
"(32.35, -6.6500244, 8)",5,0.15473987,0.012728177
"(32.35, -6.6500244, 9)",5,0.15686247,0.012370998
"(32.35, -6.6500244, 10)",5,0.16069269,0.00988641
"(32.35, -6.6500244, 11)",5,0.17416891,0.017592607
"(32.35, -6.6500244, 12)",5,0.2044224,0.027656665
"(32.35, -6.5999756, 1)",5,0.20209602,0.033550486
"(32.35, -6.5999756, 2)",5,0.20492761,0.03680528
"(32.35, -6.5999756, 3)",5,0.20849986,0.03449243
"(32.35, -6.5999756, 4)",5,0.20902207,0.019502934
"(32.35, -6.5999756, 5)",5,0.19352604,0.014905342
"(32.35, -6.5999756, 6)",5,0.16693528,0.009629805
"(32.35, -6.5999756, 7)",5,0.15617165,0.0122919995
"(32.35, -6.5999756, 8)",5,0.15481432,0.013028617
"(32.35, -6.5999756, 9)",5,0.15695259,0.012561483
"(32.35, -6.5999756, 10)",5,0.1607358,0.010351151
"(32.35, -6.5999756, 11)",5,0.17493229,0.018639963
"(32.35, -6.5999756, 12)",5,0.20460507,0.02776785
"(32.35, -6.549988, 1)",5,0.20265682,0.034016084
"(32.35, -6.549988, 2)",5,0.20617656,0.036908288
"(32.35, -6.549988, 3)",5,0.21005857,0.03452074
"(32.35, -6.549988, 4)",5,0.20904437,0.017997941
"(32.35, -6.549988, 5)",5,0.19358332,0.015091725
"(32.35, -6.549988, 6)",5,0.16716674,0.0106273955
"(32.35, -6.549988, 7)",5,0.15645683,0.013092282
"(32.35, -6.549988, 8)",5,0.155231,0.013882294
"(32.35, -6.549988, 9)",5,0.15735957,0.013296814
"(32.35, -6.549988, 10)",5,0.16114658,0.011332168
"(32.35, -6.549988, 11)",5,0.17596443,0.02007349
"(32.35, -6.549988, 12)",5,0.20501955,0.028408458
"(32.35, -6.5, 1)",5,0.20326944,0.034270413
"(32.35, -6.5, 2)",5,0.20770195,0.036364313
"(32.35, -6.5, 3)",5,0.21240449,0.033570506
"(32.35, -6.5, 4)",5,0.20990825,0.016335262
"(32.35, -6.5, 5)",5,0.19403301,0.015115274
"(32.35, -6.5, 6)",5,0.16748945,0.011877426
"(32.35, -6.5, 7)",5,0.15682724,0.014220687
"(32.35, -6.5, 8)",5,0.15574065,0.015078109
"(32.35, -6.5, 9)",5,0.15784565,0.014421654
"(32.35, -6.5, 10)",5,0.16168854,0.012646627
"(32.35, -6.5, 11)",5,0.17705016,0.021707408
"(32.35, -6.5, 12)",5,0.20557149,0.029347692
"(32.35, -6.450012, 1)",5,0.20357117,0.033441085
"(32.35, -6.450012, 2)",5,0.20900092,0.034879066
"(32.35, -6.450012, 3)",5,0.21497998,0.032432824
"(32.35, -6.450012, 4)",5,0.21120186,0.015894283
"(32.35, -6.450012, 5)",5,0.19366059,0.014918977
"(32.35, -6.450012, 6)",5,0.16663654,0.011946432
"(32.35, -6.450012, 7)",5,0.15609293,0.013895729
"(32.35, -6.450012, 8)",5,0.15512876,0.014717317
"(32.35, -6.450012, 9)",5,0.15721719,0.014023324
"(32.35, -6.450012, 10)",5,0.16112033,0.012291841
"(32.35, -6.450012, 11)",5,0.17697135,0.022210047
"(32.35, -6.450012, 12)",5,0.20536728,0.028893752
"(32.35, -6.4000244, 1)",5,0.20359497,0.032164987
"(32.35, -6.4000244, 2)",5,0.20999841,0.0334452
"(32.35, -6.4000244, 3)",5,0.21743211,0.031777155
"(32.35, -6.4000244, 4)",5,0.21264704,0.01611535
"(32.35, -6.4000244, 5)",5,0.19290206,0.014546145
"(32.35, -6.4000244, 6)",5,0.16518529,0.010968281
"(32.35, -6.4000244, 7)",5,0.15470017,0.012397861
"(32.35, -6.4000244, 8)",5,0.15381466,0.013123487
"(32.35, -6.4000244, 9)",5,0.15591432,0.012352196
"(32.35, -6.4000244, 10)",5,0.15986934,0.010612076
